ID,EMPRESA_JUNIOR,FED,CLUSTER,FATURAMENTO,PORCENTAGEM_MEMBROS,N_PROJETOS,ACOES_COMPARTILHADAS,PARTICIPACAO,NPS,PROJETOS_IMPACTO
768,CONSTRUFT,Tocantins Júnior,1,5000,0,5,0,0,0,0
705,Tectus Jr.,Juniores,2,20000,60,30,5,58,50,15
221,EFICAP,FEJEMG,2,35529,70,8,1,33,1,1
704,Excelência Jr,SERJÚNIOR,1,30000,80,8,4,80,75,8
580,SELECT,FEJEPAR,2,40000,70,30,5,78,20,12
440,Alicerce Empresa Júnior de Engenharia Civil,FEJESP,2,30000,70,15,1,80,35,6
876,Múltipla Júnior,FEJEMS,1,12000,70,6,1,70,50,3
329,TCP Engenharia Civil,FEJEPAR,2,22786.78,75,26,1,80,50,13
144,Irhis Consultoria Júnior em Psicologia,FEJESP,2,32520,70,12,1,33,17,3
930,Projet Jr - Consultoria e Projetos em Engenharia e Arquitetura,SERJÚNIOR,1,19410,50,32,3,33,40,13
384,BRENT Engenharia,RN Júnior,1,5000,60,4,2,70,50,10
18,Iniciativa Consultoria,RioJunior,3,112600,100,47,4,70,80,40
309,ENGETEC JR.,Pará Júnior,2,14573,60,85,2,35,70,60
330,Vulcano Empresa Jr,FEJEPAR,2,32460,74,17,1,35,50,9
1228,UNUS - Consultoria Ambiental Biológica e Biotecnológica,FEJEMS,1,2550,50,4,1,33,50,2
715,Seres Jr. - Inovações em Medicina veterinária,FEMTEJ,1,1600,100,4,1,100,1,1
707,Esquadro Projetos e Consultoria,Pará Júnior,1,15265.12,50,30,1,50,15,0
289,Ecomp Jr,UNIJr-BA,1,17000,75,14,1,90,80,12
925,Mude! UFMG Jr. ,FEJEMG,2,19747,90,10,1,100,25,3
713,EM&S Júnior,Pará Júnior,1,5000,0,4,0,0,0,0
714,JekuaAve ,FEJEMS,1,5000,90,10,1,70,38,4
756,Vital Jr Consultoria,RioJunior,3,30000,90,30,2,33,1,1
878,Ábaco Consultoria Contábil Júnior,Concentro,2,67728.43,75,20,1,74,50,11
84,Alimentos Júnior Consultoria,FEJEMG,3,50900,59,34,5,33,50,17
718,MAE Jr,Piauí Júnior,1,5000,80,5,1,80,1,1
505,EJEC - Empresa Júnior de Engenharia de Computação,FEJESC,2,28253,70,5,2,80,1,1
304,Ágil Engenharia Júnior ,Maranhão Júnior,2,40000,72,14,1,75,50,7
719,ENGAGE Consultoria e Serviços de Engenharia,Concentro,1,10000,80,10,1,33,25,5
1224,Solução Consultoria Jr,FEJEMG,1,8500,75,13,2,70,41,6
69,ESALQ Jr. Consultoria,FEJESP,4,115000,75,40,1,75,1,4
621,OPUS ENGENHARIA EJ,Maranhão Júnior,2,20000,80,24,1,50,40,10
724,Info Jr,FEJESP,2,21500.5,75,7,2,40,1,1
123,Base Júnior,FEJERS,4,125000,75,30,4,85,51,16
722,EME Jr.,FEJERS,2,65000,60,10,1,65,1,1
386,expresse! consultoria,RioJunior,5,120000,100,100,8,67,80,80
279,Mensurar Júnior,RioJunior,2,18000,100,23,2,33,50,12
891,Alphabio- Consultoria e Projetos em Ciências Biológicas,FEJESP,1,10000,70,10,2,40,1,1
560,Impacto Jr,FEJEMG,4,110000,75,40,3,40,1,5
716,Mecaniza Jr,FEJECE,1,18851.44,55,14,3,33,50,7
157,Ibmec Jr.,RioJunior,4,119700,87,24,5,66,48,24
1229,AZTEC,Juniores,1,2000,40,5,5,33,1,1
607,Biossistec Jr,FEJESP,1,7250,54,15,1,40,1,1
734,UP Engenharia,FEJEPAR,2,28500,77,20,2,88,50,10
892,Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,FEJERS,1,12068.25,75,15,4,80,15,3
502,EfloPI Jr,Piauí Júnior,1,2112.5,27,5,1,33,1,1
47,SEA Jr,RN Júnior,4,42000,70,16,3,50,8,6
35,Facto Empresa Junior de Comunicação,Concentro,4,124213.5,75,66,4,40,4,3
783,Renova Ambiental Jr. - UEFS,UNIJr-BA,1,2000,40,6,1,40,33,2
1243,Jovens Projetistas,FEJESP,1,12000,61,16,1,40,12,3
266,No Bugs,FEJEMG,2,40000,60,25,2,33,40,10
293,Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,FEJEMG,4,138153,66,19,1,70,50,10
731,Ópera Krios - Empresa Júnior de Arquitetura e Urbanismo,FEJESP,2,20000,75,15,3,40,1,10
406,Physis Jr.,FEJESP,1,30000,85,17,1,33,55,10
131,Engrenar Jr,FEJESP,2,40000,55,20,1,40,10,2
1230,MinasBio Consultoria Ambiental,FEJEMG,2,28709,85,10,1,50,30,3
20,CITi,FEJEPE,4,132000,75,36,1,80,1,1
562,ConsultAgro Jr.,UNIJr-BA,1,6662.5,50,15,1,50,50,8
721,Prisma Consultoria Internacional,FEJESP,1,9000,40,4,1,45,50,2
558,SEMPRE - Soluções Empresariais Jr.,FEJEMG,1,3000,75,5,2,60,41,3
348,Project Jr,RN Júnior,2,36000,70,18,1,78,62,12
1071,Nautilus Consultoria,FEJEPE,1,15000,60,10,2,80,40,4
1,EngNet Consultoria,Concentro,1,65000,100,23,3,60,9,3
551,Projep,FEJEMG,3,55066,80,29,2,100,57,23
91,TECMEC,Concentro,5,134810.5,84,74,5,55,11,9
683,Pró Engenharia Jr,FEJESC,2,25000,100,22,1,80,1,1
725,SIE - Soluções e Inovações em Energia,PB Júnior,2,25000,45,18,1,80,50,9
519,Arco Consultoria,FEJEPE,4,180000,80,70,4,100,50,35
244,Arché Empresa Júnior,FEJEMG,3,48852.45,75,32,12,65,50,16
545,Visão Tecnologia e Sistemas,FEJEMG,1,8205.69,90,15,2,75,75,12
227,ENGETOP,UNIJr-BA,5,150000,100,135,3,45,100,136
368,Index Consultoria Júnior,FEJECE,1,13950,76,13,1,75,65,9
67,EJEC - Arquitetura e Engenharia Civil,FEJEA,5,150000,82,105,1,90,5,6
1234,Motora Junior Empresa de Consultoria,FEJERS,1,35000,80,14,1,43,30,5
1236,Phi Consultoria,FEJERS,1,14700,66,12,2,60,50,6
469,Consultoria Júnior Pública - FGV,FEJESP,3,177714,62,16,2,33,21,4
392,EmpNut,FEJEMG,2,9906,100,58,1,90,75,44
142,ICMC Junior,FEJESP,3,55000,75,24,1,55,51,13
203,Comunica! Empresa Júnior de Jornalismo,FEJESC,2,25000,75,24,10,50,30,8
37,Pacto Consultoria Jr.,RioJunior,3,63168.28,60,15,1,55,50,8
30,ADM Soluções,FEJECE,5,257468.43,88,71,15,90,90,64
1126,Jornal Jr.,FEJESP,1,10034.85,72,39,1,40,1,1
402,ESTAT Consultoria Estatística,Concentro,4,100000,100,60,15,60,15,9
201,ConsultEQ - Empresa Júnior de Soluções em Engenharia Química,FEJEMG,1,12000,64,5,1,47,41,3
1235,META Empresa Júnior de Administração,Concentro,1,20000,0,40,0,0,0,0
849,Sustentar Júnior,Goiás Júnior,1,8081.87,47,9,1,33,50,5
1078,CMEC Engenharia,Concentro,1,2000,27,3,2,33,1,1
282,InfoJr UFBA,UNIJr-BA,2,24000,100,6,1,45,100,6
426,Interage Jr,FEJESP,1,6109,75,16,2,33,84,14
98,PS Júnior,FEJERS,5,500000,85,65,5,80,80,52
935,Alligare Júnior,Pará Júnior,1,0,0,0,0,0,0,0
120,Ecoceano,Juniores,2,20217.22,100,8,1,100,1,1
110,UniSigma Consultoria,PB Júnior,3,22500,75,15,6,80,8,2
161,Motriz Empresa Júnior,FEJESP,5,300000,90,38,4,80,65,25
60,Acesso Comunicação Júnior,FEJEMG,3,41200,80,58,5,80,39,23
737,Tesla Jr.,RioJunior,1,16500,47,8,1,40,50,4
318,Zootecnia Consultoria Junior,FEJEPAR,2,12285,53,14,1,33,63,9
697,Bits JR - Soluções em TI,Pará Júnior,3,50000,65,65,3,67,50,33
827,Habitat Consultoria Ambiental,FEJEPAR,2,18000,66,25,1,33,75,20
1284,PontesJud Consultoria,FEJEA,S/N,0,0,0,0,0,0,0
237,PJ Consultoria ,FEJEMG,5,171495.62,65,30,1,43,50,15
271,Domani,Concentro,2,46500,60,15,2,60,40,8
485,Arbórea Florestal ,FEJEMG,1,2312.5,27,3,1,33,1,1
773,PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,Tocantins Júnior,1,10000,0,20,0,0,0,0
740,Inovagro Jr,FEJEPE,1,6470,75,10,2,38,21,3
942,DocWay Empresa Júnior,FEJEMG,1,17000,80,33,2,33,40,16
753,Gama Jr,Juniores,1,5000,100,6,2,50,39,3
1130,Liga Consultoria,FEJEPE,1,30000,53,15,10,60,1,1
738,Dipolum Consultoria,FEJEPE,1,18000,60,6,2,40,35,3
453,Construtiva Jr,FEJECE,3,100000.14,75,80,4,75,62,50
119,Mecatron Projetos e Consultoria Jr.,FEJESP,2,140000,75,16,3,80,1,1
352,Ecos Jr.,Juniores,3,50000,40,40,5,55,41,17
1119,EEFUSP Júnior Consultoria ,FEJESP,1,8012.2,75,30,1,33,1,1
148,Opção Consultoria ,RioJunior,3,104000,100,60,1,36,50,30
94,Empresa JR. ADM UFBA,UNIJr-BA,5,286365.97,75,72,3,56,72,52
613,CONSOAGRO ,FEJEPAR,3,50000,100,40,3,85,50,20
427,UFV Coach,FEJEMG,2,4948.5,27,2,1,33,1,1
7,Cria UFMG,FEJEMG,2,53400,75,62,8,70,65,45
566,MecTRIA,FEJEMG,1,30600,62,18,1,76,45,9
92,Agência de Comunicações ECA Jr.,FEJESP,3,102724.9,78,44,3,33,15,26
257,EletroJr,UNIJr-BA,3,80000,80,45,1,50,50,30
711,Sigma Júnior Consultoria Estatística ,FEJERS,2,28517.09,75,40,1,66,5,2
692,Nutrirp,FEJESP,1,11020.37,80,40,1,37,77,31
135,Caduceu Júnior,FEJERS,4,70000,100,629,1,75,50,400
629,FLORESTA JR. ASSESSORIA AMBIENTAL,FEJERO,1,2500,50,2,2,40,2,2
291,Prisma - Empresa Júnior de Engenharia Química da UFBa,UNIJr-BA,1,11500,65,14,3,50,98,14
281,ADV Junior Consultoria Jurídica,UNIJr-BA,4,60000,100,45,7,65,50,23
637,EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,3,18000,100,30,2,80,50,15
308,Polaris Jr.,Concentro,2,15500,100,15,2,50,75,12
71,Nutrir - Consultoria em Nutrição,Concentro,2,35000,100,55,10,33,50,28
272,ESPM Jr. (Rio de Janeiro),RioJunior,3,127000,85,16,1,33,70,12
166,Mauá Jr.,FEJESP,4,140000,60,16,2,46,21,4
1277,EJ PRODCOM,FEJESC,S/N,0,0,0,0,0,0,0
939,Building Engenharia Júnior,Pará Júnior,1,20000,70,20,1,55,50,10
118,ADECON,FEJEPAR,5,418000,80,35,3,90,100,35
788,Alimsete Empresa Júnior,FEJEMG,2,10483.63,80,28,3,60,9,3
4,Grupo Gestão,Concentro,5,769921.98,75,200,6,60,85,170
620,Inovepro Empresa Júnior,Baré Júnior,3,39600,82,15,6,75,50,8
1237,Projep Jr.,FEJERS,1,5000,60,20,2,70,50,10
416,Núcleo Consultoria Jr,RioJunior,2,20000,80,18,4,36,62,12
940,EMEC - Engenharia Júnior,FEJEA,1,10800,80,12,1,60,1,1
269,Ciclus Consultoria,FEJEPAR,2,38000,85,27,6,70,30,9
143,Química Jr,FEJESP,2,43000,75,21,1,50,10,3
941,Renotec Júnior,FEJEA,1,10000,75,7,1,33,1,4
33,PCP Jr.,FEJEMG,1,28000,60,9,1,40,7,4
46,Produtiva Júnior,RN Júnior,5,382500.19,92,85,3,80,43,43
810,Consulte Jr - UEFS,UNIJr-BA,1,7500,80,8,1,50,50,6
1258,Primus Consultoria Empresarial,UNIJr-BA,S/N,0,0,0,0,0,0,0
375,Focus Consultoria,RioJunior,1,20651.8,75,11,1,80,21,3
31,Proativa Jr,FEJECE,4,140000,75,26,5,70,50,13
325,JR Consultoria ,FEJEPAR,5,220000,75,50,3,60,50,25
346,Colucci Consultoria Jurídica Júnior,FEJEMG,5,61895.08,75,48,4,75,25,12
419,Consultoria Rh Junior,FEJESP,2,59000,80,24,3,33,1,1
191,Smart Consultoria Júnior,FEJESC,4,125000,75,35,2,75,50,18
745,Onix Jr. Consultoria,RioJunior,1,35000,75,20,2,55,50,11
602,Líder Jr.,FEJESP,2,48291.53,75,12,1,50,50,6
1040,Sustenta,FEJEMG,2,35000,90,30,3,33,50,15
210,Apoio Consultoria Júnior,FEJEMG,4,176000,75,43,5,80,50,22
117,ACEEP Jr,Pará Júnior,2,88000,50,25,2,33,45,15
363,Optimus Engenharia Junior ,UNIJr-BA,2,13702,70,10,1,35,7,5
170,Caltech - Corporação Junior de Consultoria em Alimentos,FEJESC,3,48000,90,38,8,70,55,21
154,Insper Jr Consulting,FEJESP,4,300000,100,22,1,33,16,4
853,Ethos Consultoria Jr.,FEJEPE,1,25000,58,15,1,50,50,8
471,Agrocon Júnior,PB Júnior,1,5000,68,30,3,43,50,15
124,Visão Júnior,FEJERS,3,26145,65,17,1,58,1,1
70,INTEGRA,FEJESP,3,80000,80,49,3,50,1,1
182,ELO Júnior Engenharias e Arquitetura,Goiás Júnior,4,130000,70,75,4,80,70,68
805,Ágora Engenharia,Maranhão Júnior,1,5000,60,4,1,70,40,2
703,Sercivil,SERJÚNIOR,2,14000,80,32,2,80,37,12
355,Ipharma Consultoria Farmacêutica Júnior,FEJECE,1,4620,75,38,2,70,7,3
214,Minera Consultoria Júnior,FEJEPE,3,60210.42,60,19,1,60,50,10
108,Planej - Empresa Júnior de Arquitetura e Urbanismo e Engenharia Civil,PB Júnior,5,135000,74,90,5,60,50,45
537,EJr Contabilis ,PB Júnior,4,30000,75,135,2,55,40,54
109,Factiva Consultoria,FEJEMS,2,23000,100,22,2,85,50,11
389,ECOSIN Soluções Ambientais,RN Júnior,1,10000,75,8,3,75,50,4
420,Consea Júnior ,FEJEMG,2,24000,80,44,3,50,70,31
296,Verus Consultoria Jurídica ,FEJEMS,2,20000,75,45,2,85,50,23
1238,SGPampa Jr.,FEJERS,1,4000,83,8,3,70,30,3
112,CompAct Jr,FEJERS,2,36000,75,15,2,80,15,3
115,OBJETIVA JR,FEJERS,4,170000,100,31,4,60,65,21
248,ADM.Jr - UEFS,UNIJr-BA,2,18000,78,10,1,85,21,3
337,EMPEC,FEJEPAR,4,70000,73,56,1,75,25,14
812,GEOTEC,Maranhão Júnior,1,0,0,0,0,0,0,0
301,3E-UEL,FEJEPAR,1,16000,64,8,1,80,75,8
156,Pharmaceutica Jr.,FEJESP,4,54000,56,9,3,55,1,1
61,Doisnovemeia Publicidade,Concentro,4,100000,97,80,5,90,60,45
1128,All Química Consultoria Júnior,FEJESP,1,8500,45,9,2,33,1,1
190,ENEjr,FEJESC,3,61000,49,15,1,80,16,3
710,EmPhar - Empresa Júnior de Farmácia,Goiás Júnior,1,6000,58,12,1,80,18,3
772,AMPLA - Consultoria Júnior,Tocantins Júnior,1,7000,0,15,0,0,0,0
1031,Engene Jr,FEJECE,1,15000,44,12,1,33,1,1
1240,Aliquam Engenharia e Saneamento,FEMTEJ,1,0,0,0,0,0,0,0
222,ALFA Consultoria Júnior,UNIJr-BA,1,12222,50,20,1,95,90,18
412,Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2,22000,75,19,8,70,50,10
38,AGRIFES JÚNIOR,Juniores,2,36000,100,120,3,43,60,80
183,Ciclo Consultoria,FEJEPE,4,120975.32,68,15,2,33,50,8
198,ESAM Jr,Pará Júnior,5,450000,80,30,20,100,5,2
425,Florestal Jr. Consultoria - UFV,FEJEMG,3,75000,70,30,3,60,90,27
841,Controle Consultoria Jr ,UNIJr-BA,3,27000,100,22,3,80,56,13
169,Advocatta,Concentro,4,117117,27,140,1,33,1,2
674,Produza Consultoria Júnior,FEJEMG,2,78000,76,40,2,90,90,36
111,CONAQ,FEJESC,4,132000,70,33,6,40,50,17
274,Cristal Mineração e Petróleo Júnior,UNIJr-BA,1,30000,30,5,2,40,40,3
43,Nutri Jr.,FEJESC,1,13000,90,88,4,50,45,40
723,Farmacon Jr,FEJESP,1,15000,70,10,1,60,1,1
184,PROJETA Ambiental Jr,FEJESC,2,28000,75,28,1,60,15,5
842,3E Unicamp,FEJESP,2,35000,70,10,1,60,3,1
1032,Geo Junior Consultoria,FEJESP,2,45000,39,15,1,33,1,1
808,RENOVE JR. SOLUÇÕES AMBIENTAIS ,FEJERS,1,33314.28,73,18,2,75,32,6
818,Solidus Júnior,RN Júnior,1,30000,60,16,3,53,75,12
116,CONSULTI JÚNIOR,FEJEA,3,22641,75,15,1,80,1,2
747,Flora Júnior,RioJunior,2,11375.91,27,14,1,33,50,7
77,ENETEC - Consultoria Júnior,Concentro,2,60000,40,12,1,33,1,1
180,Associação Simbiosis Empresa Júnior,FEJESC,1,9245,100,9,2,60,35,9
685,Ápice Consultoria Jr.,FEJEMG,3,50000,62,14,1,66,55,8
51,NuTEQ,RN Júnior,4,120000,75,40,1,35,80,32
757,Inov ID - Empresa Jr,Goiás Júnior,1,1500,100,8,1,33,2,2
835,Watt Consultoria,FEJEPE,1,40000,53,21,2,33,11,3
179,Autojun,FEJESC,2,20608.6,50,10,1,60,40,4
615,Brick - Empresa Junior de Engenharia Civil,FEJEPAR,1,6000,52,25,2,48,50,13
572,ConstruREC,UNIJr-BA,1,19356.74,60,44,4,50,70,31
101,OTMZA  Assessoria em Engenharia,FEJERS,4,115000,100,19,4,50,100,19
542,Serra Jr. Engenharia,RioJunior,1,12000,100,7,2,50,38,7
817,Quality Alimentos Jr.,Goiás Júnior,1,5000,52,8,1,37,1,1
113,IME júnior,RioJunior,4,120000,90,48,2,35,80,39
167,All Pharma Júnior,FEJESP,1,10000,70,12,2,33,1,6
1087,Epq Jr.,FEJEPAR,1,16000,76,8,1,50,60,5
422,Tecsys Jr.,FEJECE,3,71500,80,36,8,40,15,6
1086,Criative Jr.,FEJEPAR,1,12000,70,24,1,70,33,8
369,RETEC jr,FEJECE,2,22000,50,10,2,35,21,3
25,Level 5,Goiás Júnior,1,20000,75,12,5,70,25,3
397,Projetar Empresa Júnior de Desenho Industrial,FEJERS,1,15000,80,16,2,80,14,3
857,Cacto Comunicação,FEJEPAR,1,1800,60,6,1,43,35,3
408,Mandala Soluções em Engenharia Ambiental,FEJERS,2,48000,70,10,1,40,15,4
107,CEANUT,FEJERS,3,39127.86,95,85,1,76,50,43
774,Ibmex,FEJEMG,5,241000,82,40,3,55,80,32
187,Nortear Jr. Engenharia,FEJEA,3,38900,80,30,1,82,1,7
824,CAJ - Consultoria Agropecuária Júnior,FEJEPAR,1,5500,77,17,1,40,50,17
859,BioTech Consultoria,FEJEPE,1,5000,48,8,1,75,70,6
216,PUC Consultoria Jr.,FEJEMG,3,64409,73,19,1,33,9,2
1021,Sinc,FEJERS,1,25000,75,11,4,70,20,3
349,Empresa Júnior Unicap,FEJEPE,4,135000,75,70,4,85,50,35
826,Intacto Soluções Ambientais,FEJEPAR,1,32000,60,12,1,70,32,4
126,ECONOMICA,FEJESP,3,86364.65,75,16,1,74,37,6
854,Conflor Júnior,FEJESP,2,60000,75,35,2,50,1,1
80,Projetos Consultoria Integrada,Concentro,4,116255.22,72,60,3,70,5,3
56,UNIFEI JUNIOR,FEJEMG,5,110431.27,75,27,2,43,50,14
730,ACTUS Soluções e Consultoria,FEJEPAR,1,14760,70,23,1,50,79,19
328,Quanttum Empresa Júnior,FEJEPAR,1,16000,50,10,1,68,21,3
300,ECOFLOR - Consultoria Florestal,Concentro,1,25000,100,20,3,80,95,19
132,RPjr,FEJESP,2,16900,75,15,4,33,13,3
235,Granbery Consultoria,FEJEMG,2,25394.4,80,15,5,50,50,8
53,ADM Consult,RN Júnior,5,326000,95,73,5,60,90,66
220,Perfil Consultoria Jr.,FEJEMG,1,7000,75,17,1,36,50,9
825,Maris - Empresa Júnior de Oceanografia,FEJEPAR,1,20000,50,3,1,33,3,1
186,EnAção Consultoria Jr,Goiás Júnior,1,12723.7,80,12,2,36,30,4
550,ENGENHE JR,UNIJr-BA,2,68000,69,50,4,33,50,25
433,Alimentares Consultorias & Soluções,Juniores,1,3295,75,16,2,35,50,8
217,ATP Jr.: Consultoria em Bioprocessos ,FEJEMG,1,10000,60,13,3,45,50,7
275,Socius - Consultoria Júnior em Ciências Sociais,Concentro,1,16285,49,9,1,43,24,3
197,Altaflora Jr,Pará Júnior,2,30000,0,16,0,0,0,0
283,Terra Júnior Consultoria Agropecuária,FEJEMG,3,70000,70,115,3,100,50,60
258,Otimiza Consultoria Jr,UNIJr-BA,4,81523.08,75,35,3,100,70,25
364,Diferencial Jr,FEJECE,3,50000,100,18,5,33,27,5
1034,AgroVale Júnior,FEMTEJ,1,1200,50,2,1,33,1,1
806,Petra Jr.,FEJERS,1,8000,75,6,1,33,50,3
403,Patamar Consultoria E.J.,RioJunior,4,62625.77,75,21,2,33,2,2
172,ESATI ,FEJESC,1,12000,50,12,2,40,25,4
771,iDealize Júnior,FEJESC,2,13959,100,17,2,60,57,11
322,EMPEA Consultoria,FEJEPAR,3,33000,100,30,4,100,60,20
178,Locus Iuris,FEJESC,5,130000,75,180,15,70,50,90
141,Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,2,22707.23,60,20,3,80,35,8
884,Automatiza Júnior ,FEJERS,2,28902.95,35,12,2,56,1,1
617,Empresa Junior Batuque,FEJEA,4,50000,75,60,8,80,1,6
554,h7 - Engenharia Mecânica,FEJEPAR,1,11910,80,12,2,90,50,8
394,Conpec,FEJESP,3,97000,53,24,1,65,50,12
410,Farmácia Jr Consultoria UFMG,FEJEMG,1,4360,59,8,1,45,80,8
1016,Expand Jr. - Consultoria Internacional,RioJunior,2,30000,71,20,4,55,70,14
72,EJCM,RioJunior,3,80000,94,16,8,95,45,10
948,Legado Consultoria Júnior,RioJunior,2,15000,75,30,3,33,50,15
65,IDEAS - Projetos e Soluções Corporativas,Juniores,4,51000,62,20,1,80,40,8
428,AGROBIO Consultoria júnior,FEJEMG,2,5000,86,30,1,70,80,24
436,AEROJR. Consultoria e Capacitação,FEJEMG,1,23000,100,12,2,80,60,8
720,ArtCom Jr,FEJESP,1,0,0,0,0,0,0,0
1241,Tesla Engenharia,Tocantins Júnior,1,0,0,0,0,0,0,0
1102,Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,FEJEMG,1,10601.76,60,9,3,50,55,5
1103,Trifase Engenharia Júnior,RN Júnior,1,13500,41,14,2,40,50,7
1107,ESALQ Júnior Florestal,FEJESP,1,12000,75,6,2,50,1,1
612,Agrológica,FEJESP,1,25000,60,22,1,57,1,2
597,PIXEL,FEJESC,2,12000,75,9,2,50,50,5
1018,EcoLógica Jr.,FEJERS,3,40000,54,10,1,74,22,10
1023,BIOMAS,FEJESP,1,582,73,4,1,83,1,1
702,Fucape Jr,Juniores,2,72802.87,100,25,2,78,50,13
1024,CiBi Jr. - Empresa Júnior de Ciências Biológicas,FEJESP,1,3000,80,10,1,33,8,1
1029,IAG Júnior,FEJESP,1,13000,80,3,2,80,60,3
475,Midas Consultoria Júnior ,RioJunior,1,0,0,0,0,0,0,0
1027,ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,2,18060,75,18,1,33,1,1
54,JRS Consultoria,FEJEA,5,200000,75,50,5,75,50,25
409,Co.De - Comunicação e Design Jr ESPM-Sul,FEJERS,1,0,0,0,0,0,0,0
467,Alternativa Junior ,FEJERS,1,0,0,0,0,0,0,0
212,VIA Jr Consultoria e Projetos,FEJEMG,2,33150,75,42,1,33,50,21
1047,Robótica Jr,FEJEMG,2,35000,70,21,1,33,25,15
1244,F5 Junior - Consultoria Internacional,FEJERS,1,7000,45,7,2,40,26,2
1045,Dharma Jr Consultoria Ambiental,FEJEMG,2,30589.55,75,8,1,80,75,6
268,Terapêutica Jr.,Concentro,1,10000,70,10,1,50,58,6
1145,Sinergia Engenharia,Tocantins Júnior,1,10000,35,8,8,40,25,3
1048,EJEET - Consultoria e Projetos em Engenharia Elétrica,FEJEMG,2,21000,70,14,3,60,50,7
1056,Biomedic Júnior,RN Júnior,1,9000,60,10,2,34,55,6
1058,ACCONT EMPRESA JÚNIOR,FEJECE,4,40000,80,80,4,80,90,72
195,Consultoria e Projetos Elétricos Júnior,FEJEMG,4,162200,69,44,11,85,50,22
1059,BioLógica Jr.,Juniores,1,2000,100,10,2,100,21,4
1057,Verbalize Empresa Júnior,FEJEMG,1,11437.5,27,11,1,33,1,1
1060,ProPartners,Goiás Júnior,1,5000,75,12,2,47,50,9
1065,EJ BRAVA,FEJEMS,1,2562.5,66,4,1,60,50,2
1066,Container Digital Júnior,FEJECE,1,18000,70,20,2,80,50,10
686,THÊMIS,FEJEMS,1,8000,100,23,1,50,8,8
777,ENGETEC-ENGENHARIA JÚNIOR ,UNIJr-BA,1,20000,50,30,2,50,30,9
1068,TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),FEJEAP,1,9600,100,12,1,40,8,8
1098,Eixo Público ,FEJESP,1,8500,65,8,1,33,37,3
1112,Nutri Jr. USP,FEJESP,1,26134.07,100,52,2,33,2,3
1061,Acens,FEJECE,1,14000,90,10,4,60,70,7
816,Mata Branca Jr.,FEJECE,1,3500,75,5,2,40,30,2
699,EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,FEJESP,2,18804,75,80,3,60,2,2
52,Porte Empresa Júnior,FEJEMG,5,500000,75,130,4,80,80,110
1070,PROENGE Empresa Júnior,Goiás Júnior,1,7000,80,4,1,45,33,2
1115,IO Júnior Consultoria e Educação Ambiental,FEJESP,1,15000,100,7,1,75,1,1
1232,SetApp,FEJEMG,2,43580,90,20,3,70,70,14
1079,AgriTec Consultoria Agronômica,Roraima Júnior,1,2000,0,15,0,0,0,0
1080,PETROJr.,FEJESC,1,4120,55,4,1,55,3,2
727,CONSEJ - Consultoria Jurídica Júnior,RN Júnior,3,36000,85,60,3,65,50,30
1114,Ecoflorestal Jr. Empresa Consultoria Florestal ,FEJESP,2,38217.39,75,10,1,33,1,1
1073,Integra Consultoria Júnior,FEJEAP,1,5000,0,5,0,0,0,0
1082,ProSigma Jr,FEJEA,1,12600,75,12,5,33,1,5
1069,EASY Jr - Soluções Ambientais ,SERJÚNIOR,1,2500,80,5,4,80,60,5
1072,CONEQ - Consultoria Engenheria Química,FEJESC,1,15000,75,4,2,60,40,2
1161,ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2,28000,100,357,2,60,60,215
1076,Robótica Tucuju Enterprise,FEJEAP,1,500,72,8,1,80,75,6
571,CATALISA - Soluções em Engenharia Química,FEJERS,3,80041.34,78,17,2,77,5,1
634,Galo Jr. Comunicação,FEJESC,2,10935,27,15,1,33,1,1
1093,Ecomp,FEJEPAR,1,17000,52,8,3,50,80,7
766,AZ Consultoria,Baré Júnior,1,10000,60,13,2,60,40,6
1110,Concrete,RN Júnior,1,33000,77,45,3,60,45,21
1106,Constru Soluções em Engenharia,FEJEMG,1,30000,85,20,5,68,50,10
12,INOVA EJ,FEJECE,5,274000,73,50,4,70,50,25
1094,Diferencial EJ,FEJEMG,2,23000,90,15,2,43,54,9
482,VetJr,FEJEMG,2,18000,80,26,2,33,50,13
1096,PQ Júnior - Projetos e Consultoria,FEJEMG,2,12000,64,15,2,45,45,7
1099,Cenagri Jr.,FEJESP,1,20000,27,20,3,33,60,12
1091,TENORIS,FEJEPAR,1,20000,65,20,2,50,10,2
1083,Tática Jr,Juniores,1,5000,45,10,3,60,80,9
1108,Bioprox Júnior,FEJESP,1,16000,60,15,2,33,1,1
791,Arco - Consultoria em Arquitetura e Design,Baré Júnior,2,14600,100,24,10,53,60,15
1062,Lógica Consultoria,Concentro,1,4000,50,20,1,50,15,10
1020,Quimlabor Jr.,FEJERS,1,12500,80,12,3,80,18,3
