"EMPRESA,FED,""PROJETOS"""
"Solução Consultoria Jr,""FEJEMG"",""0"""
"Solução Consultoria Jr,""FEJEMG"",""0"""
"Solução Consultoria Jr,""FEJEMG"",""0"""
"Solução Consultoria Jr,""FEJEMG"",""0"""
"PROADE,""Concentro"",""0"""
"PROADE,""Concentro"",""0"""
"PROADE,""Concentro"",""0"""
"PROADE,""Concentro"",""0"""
"Labotur Empresa Júnior de Turismo,""Maranhão Júnior"",""0"""
"Labotur Empresa Júnior de Turismo,""Maranhão Júnior"",""0"""
"Labotur Empresa Júnior de Turismo,""Maranhão Júnior"",""0"""
"Labotur Empresa Júnior de Turismo,""Maranhão Júnior"",""0"""
"ENGETEC JR.,""Pará Júnior"",""1"""
"ENGETEC JR.,""Pará Júnior"",""12"""
"ENGETEC JR.,""Pará Júnior"",""1"""
"ENGETEC JR.,""Pará Júnior"",""0"""
"Actions Consultoria Junior,""FEJEPAR"",""0"""
"Actions Consultoria Junior,""FEJEPAR"",""0"""
"Actions Consultoria Junior,""FEJEPAR"",""1"""
"Actions Consultoria Junior,""FEJEPAR"",""0"""
"Biotec Júnior,""FEJESP"",""1"""
"Biotec Júnior,""FEJESP"",""3"""
"Biotec Júnior,""FEJESP"",""0"""
"Biotec Júnior,""FEJESP"",""0"""
"EDIFICar Jr,""FEJESP"",""0"""
"EDIFICar Jr,""FEJESP"",""0"""
"EDIFICar Jr,""FEJESP"",""0"""
"EDIFICar Jr,""FEJESP"",""0"""
"Sem Fronteiras Consultoria Jr,""FEJESC"",""0"""
"Sem Fronteiras Consultoria Jr,""FEJESC"",""1"""
"Sem Fronteiras Consultoria Jr,""FEJESC"",""0"""
"Sem Fronteiras Consultoria Jr,""FEJESC"",""0"""
"SEA Jr,""RN Júnior"",""0"""
"SEA Jr,""RN Júnior"",""0"""
"SEA Jr,""RN Júnior"",""0"""
"SEA Jr,""RN Júnior"",""0"""
"EASY Jr - Soluções Ambientais ,""SERJÚNIOR"",""0"""
"EASY Jr - Soluções Ambientais ,""SERJÚNIOR"",""0"""
"EASY Jr - Soluções Ambientais ,""SERJÚNIOR"",""1"""
"EASY Jr - Soluções Ambientais ,""SERJÚNIOR"",""0"""
"EJESAM,""FEJESC"",""1"""
"EJESAM,""FEJESC"",""0"""
"EJESAM,""FEJESC"",""3"""
"EJESAM,""FEJESC"",""0"""
"Soluções Consultoria,""FEJEMG"",""0"""
"Soluções Consultoria,""FEJEMG"",""2"""
"Soluções Consultoria,""FEJEMG"",""0"""
"Soluções Consultoria,""FEJEMG"",""0"""
"Jr. Eng,""FEJESP"",""0"""
"Jr. Eng,""FEJESP"",""1"""
"Jr. Eng,""FEJESP"",""1"""
"Jr. Eng,""FEJESP"",""1"""
"Estat Júnior,""FEJESP"",""4"""
"Estat Júnior,""FEJESP"",""0"""
"Estat Júnior,""FEJESP"",""3"""
"Estat Júnior,""FEJESP"",""0"""
"Ampla Consultoria Jr.,""FEJEMG"",""0"""
"Ampla Consultoria Jr.,""FEJEMG"",""1"""
"Ampla Consultoria Jr.,""FEJEMG"",""0"""
"Ampla Consultoria Jr.,""FEJEMG"",""1"""
"Agrosertão Jr,""SERJÚNIOR"",""0"""
"Agrosertão Jr,""SERJÚNIOR"",""0"""
"Agrosertão Jr,""SERJÚNIOR"",""2"""
"Agrosertão Jr,""SERJÚNIOR"",""0"""
"Praxis - Empresa Jr.,""UNIJr-BA"",""2"""
"Praxis - Empresa Jr.,""UNIJr-BA"",""0"""
"Praxis - Empresa Jr.,""UNIJr-BA"",""3"""
"Praxis - Empresa Jr.,""UNIJr-BA"",""2"""
"Projetos Jr. Consultoria,""FEJEPE"",""0"""
"Projetos Jr. Consultoria,""FEJEPE"",""0"""
"Projetos Jr. Consultoria,""FEJEPE"",""0"""
"Projetos Jr. Consultoria,""FEJEPE"",""0"""
"Mais Consultoria,""FEJEMG"",""10"""
"Mais Consultoria,""FEJEMG"",""10"""
"Mais Consultoria,""FEJEMG"",""3"""
"Mais Consultoria,""FEJEMG"",""5"""
"Ecoalize - Consultoria Ambiental Jr.,""FEJEPAR"",""0"""
"Ecoalize - Consultoria Ambiental Jr.,""FEJEPAR"",""0"""
"Ecoalize - Consultoria Ambiental Jr.,""FEJEPAR"",""1"""
"Ecoalize - Consultoria Ambiental Jr.,""FEJEPAR"",""0"""
"Energize Jr.,""UNIJr-BA"",""0"""
"Energize Jr.,""UNIJr-BA"",""1"""
"Energize Jr.,""UNIJr-BA"",""0"""
"Energize Jr.,""UNIJr-BA"",""0"""
"AEROJR. Consultoria e Capacitação,""FEJEMG"",""1"""
"AEROJR. Consultoria e Capacitação,""FEJEMG"",""0"""
"AEROJR. Consultoria e Capacitação,""FEJEMG"",""0"""
"AEROJR. Consultoria e Capacitação,""FEJEMG"",""1"""
"Máxima Consultoria Jr,""FEJERO"",""0"""
"Máxima Consultoria Jr,""FEJERO"",""0"""
"Máxima Consultoria Jr,""FEJERO"",""0"""
"Máxima Consultoria Jr,""FEJERO"",""0"""
"Quality Alimentos Jr.,""Goiás Júnior"",""0"""
"Quality Alimentos Jr.,""Goiás Júnior"",""0"""
"Quality Alimentos Jr.,""Goiás Júnior"",""1"""
"Quality Alimentos Jr.,""Goiás Júnior"",""0"""
"META JUNIOR,""FEJESP"",""0"""
"META JUNIOR,""FEJESP"",""0"""
"META JUNIOR,""FEJESP"",""0"""
"META JUNIOR,""FEJESP"",""0"""
"Marketing Júnior USP,""FEJESP"",""12"""
"Marketing Júnior USP,""FEJESP"",""1"""
"Marketing Júnior USP,""FEJESP"",""3"""
"Marketing Júnior USP,""FEJESP"",""0"""
"ArtCom Jr,""FEJESP"",""0"""
"ArtCom Jr,""FEJESP"",""0"""
"ArtCom Jr,""FEJESP"",""0"""
"ArtCom Jr,""FEJESP"",""0"""
"Integra Consultoria Júnior,""FEJEAP"",""0"""
"Integra Consultoria Júnior,""FEJEAP"",""0"""
"Integra Consultoria Júnior,""FEJEAP"",""0"""
"Integra Consultoria Júnior,""FEJEAP"",""0"""
"CACE Consultoria Jr.,""FEJEMG"",""1"""
"CACE Consultoria Jr.,""FEJEMG"",""1"""
"CACE Consultoria Jr.,""FEJEMG"",""0"""
"CACE Consultoria Jr.,""FEJEMG"",""2"""
"Projep,""FEJEMG"",""2"""
"Projep,""FEJEMG"",""0"""
"Projep,""FEJEMG"",""0"""
"Projep,""FEJEMG"",""2"""
"ESTAT Consultoria Estatística,""Concentro"",""9"""
"ESTAT Consultoria Estatística,""Concentro"",""8"""
"ESTAT Consultoria Estatística,""Concentro"",""1"""
"ESTAT Consultoria Estatística,""Concentro"",""0"""
"Econsul,""RN Júnior"",""1"""
"Econsul,""RN Júnior"",""1"""
"Econsul,""RN Júnior"",""2"""
"Econsul,""RN Júnior"",""0"""
"In Project Jr.,""Pará Júnior"",""0"""
"In Project Jr.,""Pará Júnior"",""0"""
"In Project Jr.,""Pará Júnior"",""0"""
"In Project Jr.,""Pará Júnior"",""2"""
"Solucione Jr. - Consultoria e Projetos de Engenharia ,""UNIJr-BA"",""0"""
"Solucione Jr. - Consultoria e Projetos de Engenharia ,""UNIJr-BA"",""0"""
"Solucione Jr. - Consultoria e Projetos de Engenharia ,""UNIJr-BA"",""0"""
"Solucione Jr. - Consultoria e Projetos de Engenharia ,""UNIJr-BA"",""0"""
"ORBE,""FEJESP"",""0"""
"ORBE,""FEJESP"",""0"""
"ORBE,""FEJESP"",""0"""
"ORBE,""FEJESP"",""0"""
"Pro Junior - Projetos e Consultoria em Engenharia e Arquitetura,""FEJESP"",""1"""
"Pro Junior - Projetos e Consultoria em Engenharia e Arquitetura,""FEJESP"",""7"""
"Pro Junior - Projetos e Consultoria em Engenharia e Arquitetura,""FEJESP"",""1"""
"Pro Junior - Projetos e Consultoria em Engenharia e Arquitetura,""FEJESP"",""2"""
"EMCOF - Empresa Júnior de Consultoria Florestal UFAM,""Baré Júnior"",""0"""
"EMCOF - Empresa Júnior de Consultoria Florestal UFAM,""Baré Júnior"",""0"""
"EMCOF - Empresa Júnior de Consultoria Florestal UFAM,""Baré Júnior"",""8"""
"EMCOF - Empresa Júnior de Consultoria Florestal UFAM,""Baré Júnior"",""2"""
"Dinâmica Engenharia Júnior,""FEJESP"",""0"""
"Dinâmica Engenharia Júnior,""FEJESP"",""0"""
"Dinâmica Engenharia Júnior,""FEJESP"",""4"""
"Dinâmica Engenharia Júnior,""FEJESP"",""0"""
"Multiconsultoria,""RioJunior"",""0"""
"Multiconsultoria,""RioJunior"",""0"""
"Multiconsultoria,""RioJunior"",""0"""
"Multiconsultoria,""RioJunior"",""0"""
"Ecoflorestal Jr. Empresa Consultoria Florestal ,""FEJESP"",""0"""
"Ecoflorestal Jr. Empresa Consultoria Florestal ,""FEJESP"",""0"""
"Ecoflorestal Jr. Empresa Consultoria Florestal ,""FEJESP"",""2"""
"Ecoflorestal Jr. Empresa Consultoria Florestal ,""FEJESP"",""0"""
"Agrológica,""FEJESP"",""0"""
"Agrológica,""FEJESP"",""0"""
"Agrológica,""FEJESP"",""0"""
"Agrológica,""FEJESP"",""0"""
"Base Júnior,""FEJERS"",""0"""
"Base Júnior,""FEJERS"",""1"""
"Base Júnior,""FEJERS"",""1"""
"Base Júnior,""FEJERS"",""0"""
"UEZO Jr. Consultoria,""RioJunior"",""0"""
"UEZO Jr. Consultoria,""RioJunior"",""0"""
"UEZO Jr. Consultoria,""RioJunior"",""0"""
"UEZO Jr. Consultoria,""RioJunior"",""0"""
"Mutare Empresa Júnior de Relações Públicas,""Goiás Júnior"",""0"""
"Mutare Empresa Júnior de Relações Públicas,""Goiás Júnior"",""0"""
"Mutare Empresa Júnior de Relações Públicas,""Goiás Júnior"",""0"""
"Mutare Empresa Júnior de Relações Públicas,""Goiás Júnior"",""0"""
"Zenit Aerospace,""Concentro"",""6"""
"Zenit Aerospace,""Concentro"",""4"""
"Zenit Aerospace,""Concentro"",""1"""
"Zenit Aerospace,""Concentro"",""2"""
"Oikos Consultoria - Empresa Júnior,""Goiás Júnior"",""0"""
"Oikos Consultoria - Empresa Júnior,""Goiás Júnior"",""0"""
"Oikos Consultoria - Empresa Júnior,""Goiás Júnior"",""0"""
"Oikos Consultoria - Empresa Júnior,""Goiás Júnior"",""0"""
"Engloba Consultoria,""RioJunior"",""1"""
"Engloba Consultoria,""RioJunior"",""1"""
"Engloba Consultoria,""RioJunior"",""0"""
"Engloba Consultoria,""RioJunior"",""0"""
"Tecsys Jr.,""FEJECE"",""2"""
"Tecsys Jr.,""FEJECE"",""1"""
"Tecsys Jr.,""FEJECE"",""3"""
"Tecsys Jr.,""FEJECE"",""0"""
"Vital Jr Consultoria,""RioJunior"",""0"""
"Vital Jr Consultoria,""RioJunior"",""2"""
"Vital Jr Consultoria,""RioJunior"",""1"""
"Vital Jr Consultoria,""RioJunior"",""0"""
"Byte Jr. ,""FEJERS"",""0"""
"Byte Jr. ,""FEJERS"",""0"""
"Byte Jr. ,""FEJERS"",""2"""
"Byte Jr. ,""FEJERS"",""0"""
"Eagle - Soluções Inteligentes de Sistemas e Computação,""PB Júnior"",""1"""
"Eagle - Soluções Inteligentes de Sistemas e Computação,""PB Júnior"",""0"""
"Eagle - Soluções Inteligentes de Sistemas e Computação,""PB Júnior"",""0"""
"Eagle - Soluções Inteligentes de Sistemas e Computação,""PB Júnior"",""0"""
"Apoio Consultoria Júnior,""FEJEMG"",""2"""
"Apoio Consultoria Júnior,""FEJEMG"",""6"""
"Apoio Consultoria Júnior,""FEJEMG"",""0"""
"Apoio Consultoria Júnior,""FEJEMG"",""0"""
"Interage Jr,""FEJESP"",""0"""
"Interage Jr,""FEJESP"",""0"""
"Interage Jr,""FEJESP"",""0"""
"Interage Jr,""FEJESP"",""0"""
"EMAS Jr. Consultoria,""FEJEMG"",""2"""
"EMAS Jr. Consultoria,""FEJEMG"",""10"""
"EMAS Jr. Consultoria,""FEJEMG"",""2"""
"EMAS Jr. Consultoria,""FEJEMG"",""1"""
"Consflor Consultoria e Serviços Florestais,""Pará Júnior"",""0"""
"Consflor Consultoria e Serviços Florestais,""Pará Júnior"",""0"""
"Consflor Consultoria e Serviços Florestais,""Pará Júnior"",""0"""
"Consflor Consultoria e Serviços Florestais,""Pará Júnior"",""0"""
"Odisseia - Consultoria Literária,""FEJESP"",""2"""
"Odisseia - Consultoria Literária,""FEJESP"",""3"""
"Odisseia - Consultoria Literária,""FEJESP"",""0"""
"Odisseia - Consultoria Literária,""FEJESP"",""1"""
"Haken - Empresa Júnior de Ciência da Computação,""FEJEPAR"",""0"""
"Haken - Empresa Júnior de Ciência da Computação,""FEJEPAR"",""2"""
"Haken - Empresa Júnior de Ciência da Computação,""FEJEPAR"",""1"""
"Haken - Empresa Júnior de Ciência da Computação,""FEJEPAR"",""0"""
"Tecno System,""UNIJr-BA"",""0"""
"Tecno System,""UNIJr-BA"",""0"""
"Tecno System,""UNIJr-BA"",""1"""
"Tecno System,""UNIJr-BA"",""0"""
"PROJEC,""FEJESP"",""1"""
"PROJEC,""FEJESP"",""2"""
"PROJEC,""FEJESP"",""1"""
"PROJEC,""FEJESP"",""1"""
"Serra Jr. Engenharia,""RioJunior"",""0"""
"Serra Jr. Engenharia,""RioJunior"",""0"""
"Serra Jr. Engenharia,""RioJunior"",""0"""
"Serra Jr. Engenharia,""RioJunior"",""0"""
"Núcleo Consultoria Jr,""RioJunior"",""3"""
"Núcleo Consultoria Jr,""RioJunior"",""0"""
"Núcleo Consultoria Jr,""RioJunior"",""2"""
"Núcleo Consultoria Jr,""RioJunior"",""0"""
"A.C.E. Consultoria,""FEJEPE"",""16"""
"A.C.E. Consultoria,""FEJEPE"",""5"""
"A.C.E. Consultoria,""FEJEPE"",""3"""
"A.C.E. Consultoria,""FEJEPE"",""4"""
"Performance Júnior,""FEJESP"",""0"""
"Performance Júnior,""FEJESP"",""0"""
"Performance Júnior,""FEJESP"",""0"""
"Performance Júnior,""FEJESP"",""0"""
"Tríade Empresa Júnior,""FEJESC"",""0"""
"Tríade Empresa Júnior,""FEJESC"",""0"""
"Tríade Empresa Júnior,""FEJESC"",""0"""
"Tríade Empresa Júnior,""FEJESC"",""0"""
"Sustentar Júnior,""Goiás Júnior"",""0"""
"Sustentar Júnior,""Goiás Júnior"",""0"""
"Sustentar Júnior,""Goiás Júnior"",""3"""
"Sustentar Júnior,""Goiás Júnior"",""0"""
"Epq Jr.,""FEJEPAR"",""0"""
"Epq Jr.,""FEJEPAR"",""0"""
"Epq Jr.,""FEJEPAR"",""1"""
"Epq Jr.,""FEJEPAR"",""0"""
"VALETUR,""FEMTEJ"",""0"""
"VALETUR,""FEMTEJ"",""0"""
"VALETUR,""FEMTEJ"",""0"""
"VALETUR,""FEMTEJ"",""0"""
"Project Jr,""RN Júnior"",""0"""
"Project Jr,""RN Júnior"",""1"""
"Project Jr,""RN Júnior"",""0"""
"Project Jr,""RN Júnior"",""1"""
"ACPE Consultoria Jr.,""FEJEMG"",""0"""
"ACPE Consultoria Jr.,""FEJEMG"",""2"""
"ACPE Consultoria Jr.,""FEJEMG"",""0"""
"ACPE Consultoria Jr.,""FEJEMG"",""0"""
"Locus Iuris,""FEJESC"",""6"""
"Locus Iuris,""FEJESC"",""9"""
"Locus Iuris,""FEJESC"",""10"""
"Locus Iuris,""FEJESC"",""6"""
"EQ Júnior - Consultoria e Projetos,""FEJESP"",""0"""
"EQ Júnior - Consultoria e Projetos,""FEJESP"",""1"""
"EQ Júnior - Consultoria e Projetos,""FEJESP"",""0"""
"EQ Júnior - Consultoria e Projetos,""FEJESP"",""0"""
"Building Engenharia Júnior,""Pará Júnior"",""0"""
"Building Engenharia Júnior,""Pará Júnior"",""0"""
"Building Engenharia Júnior,""Pará Júnior"",""2"""
"Building Engenharia Júnior,""Pará Júnior"",""1"""
"THÊMIS,""FEJEMS"",""3"""
"THÊMIS,""FEJEMS"",""2"""
"THÊMIS,""FEJEMS"",""5"""
"THÊMIS,""FEJEMS"",""14"""
"Tática Jr,""Juniores"",""1"""
"Tática Jr,""Juniores"",""1"""
"Tática Jr,""Juniores"",""0"""
"Tática Jr,""Juniores"",""0"""
"Escritório modelo de contabilidade ,""Acre Júnior"",""0"""
"Escritório modelo de contabilidade ,""Acre Júnior"",""0"""
"Escritório modelo de contabilidade ,""Acre Júnior"",""0"""
"Escritório modelo de contabilidade ,""Acre Júnior"",""0"""
"Projetar Empresa Júnior de Desenho Industrial,""FEJERS"",""0"""
"Projetar Empresa Júnior de Desenho Industrial,""FEJERS"",""2"""
"Projetar Empresa Júnior de Desenho Industrial,""FEJERS"",""0"""
"Projetar Empresa Júnior de Desenho Industrial,""FEJERS"",""0"""
"CORAq - Consultoria em Recursos Aquáticos,""FEJECE"",""0"""
"CORAq - Consultoria em Recursos Aquáticos,""FEJECE"",""1"""
"CORAq - Consultoria em Recursos Aquáticos,""FEJECE"",""1"""
"CORAq - Consultoria em Recursos Aquáticos,""FEJECE"",""0"""
"Arbórea Florestal ,""FEJEMG"",""1"""
"Arbórea Florestal ,""FEJEMG"",""0"""
"Arbórea Florestal ,""FEJEMG"",""1"""
"Arbórea Florestal ,""FEJEMG"",""0"""
"ESALQ Jr. Consultoria,""FEJESP"",""0"""
"ESALQ Jr. Consultoria,""FEJESP"",""0"""
"ESALQ Jr. Consultoria,""FEJESP"",""2"""
"ESALQ Jr. Consultoria,""FEJESP"",""0"""
"InfoJr UFBA,""UNIJr-BA"",""0"""
"InfoJr UFBA,""UNIJr-BA"",""0"""
"InfoJr UFBA,""UNIJr-BA"",""0"""
"InfoJr UFBA,""UNIJr-BA"",""0"""
"BIOMAS,""FEJESP"",""0"""
"BIOMAS,""FEJESP"",""0"""
"BIOMAS,""FEJESP"",""0"""
"BIOMAS,""FEJESP"",""0"""
"Dynamo Junior,""Roraima Júnior"",""0"""
"Dynamo Junior,""Roraima Júnior"",""0"""
"Dynamo Junior,""Roraima Júnior"",""0"""
"Dynamo Junior,""Roraima Júnior"",""0"""
"Atrium Engenharia Júnior,""FEJESC"",""0"""
"Atrium Engenharia Júnior,""FEJESC"",""2"""
"Atrium Engenharia Júnior,""FEJESC"",""0"""
"Atrium Engenharia Júnior,""FEJESC"",""0"""
"Pacto Consultoria Jr.,""RioJunior"",""0"""
"Pacto Consultoria Jr.,""RioJunior"",""1"""
"Pacto Consultoria Jr.,""RioJunior"",""2"""
"Pacto Consultoria Jr.,""RioJunior"",""0"""
"Verus Consultoria Jurídica ,""FEJEMS"",""0"""
"Verus Consultoria Jurídica ,""FEJEMS"",""0"""
"Verus Consultoria Jurídica ,""FEJEMS"",""2"""
"Verus Consultoria Jurídica ,""FEJEMS"",""0"""
"Sinergia,""FEJEMG"",""0"""
"Sinergia,""FEJEMG"",""2"""
"Sinergia,""FEJEMG"",""3"""
"Sinergia,""FEJEMG"",""0"""
"Praxis Consultoria Jr. ,""Concentro"",""2"""
"Praxis Consultoria Jr. ,""Concentro"",""3"""
"Praxis Consultoria Jr. ,""Concentro"",""1"""
"Praxis Consultoria Jr. ,""Concentro"",""0"""
"Farmácia Jr Consultoria UFMG,""FEJEMG"",""2"""
"Farmácia Jr Consultoria UFMG,""FEJEMG"",""0"""
"Farmácia Jr Consultoria UFMG,""FEJEMG"",""1"""
"Farmácia Jr Consultoria UFMG,""FEJEMG"",""3"""
"Fucape Jr,""Juniores"",""0"""
"Fucape Jr,""Juniores"",""0"""
"Fucape Jr,""Juniores"",""0"""
"Fucape Jr,""Juniores"",""0"""
"Completur Jr,""FEJEMG"",""1"""
"Completur Jr,""FEJEMG"",""0"""
"Completur Jr,""FEJEMG"",""0"""
"Completur Jr,""FEJEMG"",""0"""
"Prisma Consultoria e Serviços em Engenharia,""FEJEPE"",""8"""
"Prisma Consultoria e Serviços em Engenharia,""FEJEPE"",""0"""
"Prisma Consultoria e Serviços em Engenharia,""FEJEPE"",""1"""
"Prisma Consultoria e Serviços em Engenharia,""FEJEPE"",""0"""
"EngePro Consultoria Júnior,""FEJEPAR"",""0"""
"EngePro Consultoria Júnior,""FEJEPAR"",""1"""
"EngePro Consultoria Júnior,""FEJEPAR"",""2"""
"EngePro Consultoria Júnior,""FEJEPAR"",""0"""
"Cápsula Júnior,""RN Júnior"",""0"""
"Cápsula Júnior,""RN Júnior"",""0"""
"Cápsula Júnior,""RN Júnior"",""0"""
"Cápsula Júnior,""RN Júnior"",""0"""
"Empresa Júnior Pharma ,""FEJEMS"",""0"""
"Empresa Júnior Pharma ,""FEJEMS"",""0"""
"Empresa Júnior Pharma ,""FEJEMS"",""3"""
"Empresa Júnior Pharma ,""FEJEMS"",""0"""
"Opção Consultoria ,""RioJunior"",""0"""
"Opção Consultoria ,""RioJunior"",""0"""
"Opção Consultoria ,""RioJunior"",""5"""
"Opção Consultoria ,""RioJunior"",""0"""
"Acesso Comunicação Júnior,""FEJEMG"",""0"""
"Acesso Comunicação Júnior,""FEJEMG"",""7"""
"Acesso Comunicação Júnior,""FEJEMG"",""4"""
"Acesso Comunicação Júnior,""FEJEMG"",""8"""
"Petra Jr.,""FEJERS"",""0"""
"Petra Jr.,""FEJERS"",""0"""
"Petra Jr.,""FEJERS"",""0"""
"Petra Jr.,""FEJERS"",""0"""
"Reina Consultoria Internacional,""SERJÚNIOR"",""0"""
"Reina Consultoria Internacional,""SERJÚNIOR"",""0"""
"Reina Consultoria Internacional,""SERJÚNIOR"",""0"""
"Reina Consultoria Internacional,""SERJÚNIOR"",""11"""
"AJEA Consultoria & Projetos,""FEJEMG"",""0"""
"AJEA Consultoria & Projetos,""FEJEMG"",""3"""
"AJEA Consultoria & Projetos,""FEJEMG"",""2"""
"AJEA Consultoria & Projetos,""FEJEMG"",""0"""
"ENGETEC-ENGENHARIA JÚNIOR ,""UNIJr-BA"",""0"""
"ENGETEC-ENGENHARIA JÚNIOR ,""UNIJr-BA"",""1"""
"ENGETEC-ENGENHARIA JÚNIOR ,""UNIJr-BA"",""2"""
"ENGETEC-ENGENHARIA JÚNIOR ,""UNIJr-BA"",""0"""
"EMJEL,""FEJEPAR"",""0"""
"EMJEL,""FEJEPAR"",""0"""
"EMJEL,""FEJEPAR"",""1"""
"EMJEL,""FEJEPAR"",""1"""
"EMBRAGEA,""Concentro"",""2"""
"EMBRAGEA,""Concentro"",""2"""
"EMBRAGEA,""Concentro"",""0"""
"EMBRAGEA,""Concentro"",""0"""
"Agência de Comunicações ECA Jr.,""FEJESP"",""0"""
"Agência de Comunicações ECA Jr.,""FEJESP"",""1"""
"Agência de Comunicações ECA Jr.,""FEJESP"",""2"""
"Agência de Comunicações ECA Jr.,""FEJESP"",""0"""
"ConsultAgro Jr.,""UNIJr-BA"",""3"""
"ConsultAgro Jr.,""UNIJr-BA"",""5"""
"ConsultAgro Jr.,""UNIJr-BA"",""0"""
"ConsultAgro Jr.,""UNIJr-BA"",""0"""
"Sigma Engenharia,""FEJEA"",""1"""
"Sigma Engenharia,""FEJEA"",""3"""
"Sigma Engenharia,""FEJEA"",""1"""
"Sigma Engenharia,""FEJEA"",""0"""
"CONSOAGRO ,""FEJEPAR"",""0"""
"CONSOAGRO ,""FEJEPAR"",""0"""
"CONSOAGRO ,""FEJEPAR"",""1"""
"CONSOAGRO ,""FEJEPAR"",""0"""
"Líderi Jr.,""PB Júnior"",""0"""
"Líderi Jr.,""PB Júnior"",""0"""
"Líderi Jr.,""PB Júnior"",""0"""
"Líderi Jr.,""PB Júnior"",""0"""
"GTi Engenharia Jr,""FEJECE"",""1"""
"GTi Engenharia Jr,""FEJECE"",""4"""
"GTi Engenharia Jr,""FEJECE"",""3"""
"GTi Engenharia Jr,""FEJECE"",""4"""
"Apetite,""FEJEMS"",""2"""
"Apetite,""FEJEMS"",""0"""
"Apetite,""FEJEMS"",""1"""
"Apetite,""FEJEMS"",""0"""
"Produção Jr,""FEJESP"",""2"""
"Produção Jr,""FEJESP"",""0"""
"Produção Jr,""FEJESP"",""4"""
"Produção Jr,""FEJESP"",""4"""
"InovEQ,""FEJESC"",""0"""
"InovEQ,""FEJESC"",""0"""
"InovEQ,""FEJESC"",""2"""
"InovEQ,""FEJESC"",""0"""
"Engeali,""FEJESP"",""5"""
"Engeali,""FEJESP"",""1"""
"Engeali,""FEJESP"",""1"""
"Engeali,""FEJESP"",""0"""
"Quimlabor Jr.,""FEJERS"",""0"""
"Quimlabor Jr.,""FEJERS"",""0"""
"Quimlabor Jr.,""FEJERS"",""1"""
"Quimlabor Jr.,""FEJERS"",""0"""
"Planej - Empresa Júnior de Arquitetura e Urbanismo e Engenharia Civil,""PB Júnior"",""1"""
"Planej - Empresa Júnior de Arquitetura e Urbanismo e Engenharia Civil,""PB Júnior"",""10"""
"Planej - Empresa Júnior de Arquitetura e Urbanismo e Engenharia Civil,""PB Júnior"",""0"""
"Planej - Empresa Júnior de Arquitetura e Urbanismo e Engenharia Civil,""PB Júnior"",""0"""
"Executive Consultoria Júnior,""PB Júnior"",""0"""
"Executive Consultoria Júnior,""PB Júnior"",""1"""
"Executive Consultoria Júnior,""PB Júnior"",""0"""
"Executive Consultoria Júnior,""PB Júnior"",""1"""
"Cromo Consultoria,""FEJEPAR"",""1"""
"Cromo Consultoria,""FEJEPAR"",""0"""
"Cromo Consultoria,""FEJEPAR"",""4"""
"Cromo Consultoria,""FEJEPAR"",""1"""
"ProHidro Jr.,""FEJEMG"",""0"""
"ProHidro Jr.,""FEJEMG"",""0"""
"ProHidro Jr.,""FEJEMG"",""0"""
"ProHidro Jr.,""FEJEMG"",""1"""
"Alligare Júnior,""Pará Júnior"",""0"""
"Alligare Júnior,""Pará Júnior"",""2"""
"Alligare Júnior,""Pará Júnior"",""0"""
"Alligare Júnior,""Pará Júnior"",""0"""
"Desenvolve Consultoria Junior ,""FEJEPAR"",""0"""
"Desenvolve Consultoria Junior ,""FEJEPAR"",""0"""
"Desenvolve Consultoria Junior ,""FEJEPAR"",""3"""
"Desenvolve Consultoria Junior ,""FEJEPAR"",""1"""
"Sustenta,""FEJEMG"",""1"""
"Sustenta,""FEJEMG"",""2"""
"Sustenta,""FEJEMG"",""1"""
"Sustenta,""FEJEMG"",""1"""
"EFICAP,""FEJEMG"",""0"""
"EFICAP,""FEJEMG"",""0"""
"EFICAP,""FEJEMG"",""0"""
"EFICAP,""FEJEMG"",""0"""
"ACEEP Jr,""Pará Júnior"",""0"""
"ACEEP Jr,""Pará Júnior"",""0"""
"ACEEP Jr,""Pará Júnior"",""5"""
"ACEEP Jr,""Pará Júnior"",""0"""
"No Bugs,""FEJEMG"",""1"""
"No Bugs,""FEJEMG"",""1"""
"No Bugs,""FEJEMG"",""1"""
"No Bugs,""FEJEMG"",""5"""
"Fluxo Consultoria,""RioJunior"",""26"""
"Fluxo Consultoria,""RioJunior"",""27"""
"Fluxo Consultoria,""RioJunior"",""24"""
"Fluxo Consultoria,""RioJunior"",""6"""
"Orc'estra Gamificação,""Concentro"",""1"""
"Orc'estra Gamificação,""Concentro"",""0"""
"Orc'estra Gamificação,""Concentro"",""0"""
"Orc'estra Gamificação,""Concentro"",""0"""
"Solidus Júnior,""RN Júnior"",""0"""
"Solidus Júnior,""RN Júnior"",""0"""
"Solidus Júnior,""RN Júnior"",""0"""
"Solidus Júnior,""RN Júnior"",""1"""
"Arché Empresa Júnior,""FEJEMG"",""1"""
"Arché Empresa Júnior,""FEJEMG"",""0"""
"Arché Empresa Júnior,""FEJEMG"",""8"""
"Arché Empresa Júnior,""FEJEMG"",""0"""
"EletroJr,""UNIJr-BA"",""4"""
"EletroJr,""UNIJr-BA"",""11"""
"EletroJr,""UNIJr-BA"",""2"""
"EletroJr,""UNIJr-BA"",""3"""
"Mandala Soluções em Engenharia Ambiental,""FEJERS"",""5"""
"Mandala Soluções em Engenharia Ambiental,""FEJERS"",""0"""
