"EMPRESA,FED,""PROJETOS"""
"Inov ID - Empresa Jr,""Goiás Júnior"",""0"""
"Inov ID - Empresa Jr,""Goiás Júnior"",""0"""
"Líder Jr.,""FEJESP"",""3"""
"Líder Jr.,""FEJESP"",""0"""
"Líder Jr.,""FEJESP"",""0"""
"Líder Jr.,""FEJESP"",""0"""
"Nutri Jr.,""FEJESC"",""6"""
"Nutri Jr.,""FEJESC"",""2"""
"Nutri Jr.,""FEJESC"",""0"""
"Nutri Jr.,""FEJESC"",""6"""
"EMPsi Jr,""FEJESP"",""0"""
"EMPsi Jr,""FEJESP"",""0"""
"EMPsi Jr,""FEJESP"",""1"""
"EMPsi Jr,""FEJESP"",""1"""
"Econsult Consultoria Econômica,""Concentro"",""4"""
"Econsult Consultoria Econômica,""Concentro"",""8"""
"Econsult Consultoria Econômica,""Concentro"",""0"""
"Econsult Consultoria Econômica,""Concentro"",""0"""
"EngeFour Jr.,""FEJEMS"",""0"""
"EngeFour Jr.,""FEJEMS"",""0"""
"EngeFour Jr.,""FEJEMS"",""0"""
"EngeFour Jr.,""FEJEMS"",""6"""
"Biossistec Jr,""FEJESP"",""2"""
"Biossistec Jr,""FEJESP"",""1"""
"Biossistec Jr,""FEJESP"",""1"""
"Biossistec Jr,""FEJESP"",""3"""
"Advocatta,""Concentro"",""7"""
"Advocatta,""Concentro"",""10"""
"Advocatta,""Concentro"",""12"""
"Advocatta,""Concentro"",""8"""
"PROTEQ ,""FEJEA"",""0"""
"PROTEQ ,""FEJEA"",""7"""
"PROTEQ ,""FEJEA"",""0"""
"PROTEQ ,""FEJEA"",""8"""
"CJR,""Concentro"",""2"""
"CJR,""Concentro"",""1"""
"CJR,""Concentro"",""1"""
"CJR,""Concentro"",""2"""
"Pharmaceutica Jr.,""FEJESP"",""0"""
"Pharmaceutica Jr.,""FEJESP"",""0"""
"Pharmaceutica Jr.,""FEJESP"",""0"""
"Pharmaceutica Jr.,""FEJESP"",""2"""
"PETROJr.,""FEJESC"",""0"""
"PETROJr.,""FEJESC"",""0"""
"PETROJr.,""FEJESC"",""0"""
"PETROJr.,""FEJESC"",""0"""
"PCP Jr.,""FEJEMG"",""0"""
"PCP Jr.,""FEJEMG"",""0"""
"PCP Jr.,""FEJEMG"",""0"""
"PCP Jr.,""FEJEMG"",""0"""
"CONSTAT - Consultoria Estatística,""Juniores"",""0"""
"CONSTAT - Consultoria Estatística,""Juniores"",""3"""
"CONSTAT - Consultoria Estatística,""Juniores"",""0"""
"CONSTAT - Consultoria Estatística,""Juniores"",""0"""
"Energy Junior,""Juniores"",""0"""
"Energy Junior,""Juniores"",""0"""
"Energy Junior,""Juniores"",""0"""
"Energy Junior,""Juniores"",""0"""
"Cultivar Jr,""Juniores"",""0"""
"Cultivar Jr,""Juniores"",""1"""
"Cultivar Jr,""Juniores"",""0"""
"Cultivar Jr,""Juniores"",""0"""
"ACE Jr.,""FEJEMG"",""0"""
"ACE Jr.,""FEJEMG"",""0"""
"ACE Jr.,""FEJEMG"",""1"""
"ACE Jr.,""FEJEMG"",""0"""
"MinasBio Consultoria Ambiental,""FEJEMG"",""0"""
"MinasBio Consultoria Ambiental,""FEJEMG"",""0"""
"MinasBio Consultoria Ambiental,""FEJEMG"",""0"""
"MinasBio Consultoria Ambiental,""FEJEMG"",""0"""
"Conpec,""FEJESP"",""1"""
"Conpec,""FEJESP"",""0"""
"Conpec,""FEJESP"",""0"""
"Conpec,""FEJESP"",""0"""
"Domani,""Concentro"",""0"""
"Domani,""Concentro"",""0"""
"Domani,""Concentro"",""0"""
"Domani,""Concentro"",""0"""
"Bits JR - Soluções em TI,""Pará Júnior"",""2"""
"Bits JR - Soluções em TI,""Pará Júnior"",""0"""
"Bits JR - Soluções em TI,""Pará Júnior"",""0"""
"Bits JR - Soluções em TI,""Pará Júnior"",""0"""
"PROMAD Jr.,""FEJESP"",""0"""
"PROMAD Jr.,""FEJESP"",""1"""
"PROMAD Jr.,""FEJESP"",""2"""
"PROMAD Jr.,""FEJESP"",""3"""
"Container Digital Júnior,""FEJECE"",""1"""
"Container Digital Júnior,""FEJECE"",""3"""
"Container Digital Júnior,""FEJECE"",""1"""
"Container Digital Júnior,""FEJECE"",""2"""
"RETEC jr,""FEJECE"",""0"""
"RETEC jr,""FEJECE"",""0"""
"RETEC jr,""FEJECE"",""0"""
"RETEC jr,""FEJECE"",""0"""
"EJUCS,""FEJERS"",""1"""
"EJUCS,""FEJERS"",""0"""
"EJUCS,""FEJERS"",""0"""
"EJUCS,""FEJERS"",""0"""
"Optimus Engenharia Junior ,""UNIJr-BA"",""0"""
"Optimus Engenharia Junior ,""UNIJr-BA"",""0"""
"Optimus Engenharia Junior ,""UNIJr-BA"",""0"""
"Optimus Engenharia Junior ,""UNIJr-BA"",""0"""
"Xisto Jr. Consultoria,""RioJunior"",""0"""
"Xisto Jr. Consultoria,""RioJunior"",""0"""
"Xisto Jr. Consultoria,""RioJunior"",""2"""
"Xisto Jr. Consultoria,""RioJunior"",""4"""
"Lamp Empresa Júnior de Engenharia Elétrica,""FEJESC"",""0"""
"Lamp Empresa Júnior de Engenharia Elétrica,""FEJESC"",""0"""
"Lamp Empresa Júnior de Engenharia Elétrica,""FEJESC"",""1"""
"Lamp Empresa Júnior de Engenharia Elétrica,""FEJESC"",""1"""
"Impacto Jr,""FEJEMG"",""2"""
"Impacto Jr,""FEJEMG"",""2"""
"Impacto Jr,""FEJEMG"",""3"""
"Impacto Jr,""FEJEMG"",""1"""
"Innovare - Consultoria Júnior em Psicologia,""FEJEMG"",""3"""
"Innovare - Consultoria Júnior em Psicologia,""FEJEMG"",""0"""
"Innovare - Consultoria Júnior em Psicologia,""FEJEMG"",""5"""
"Innovare - Consultoria Júnior em Psicologia,""FEJEMG"",""1"""
"StartHub,""Baré Júnior"",""0"""
"StartHub,""Baré Júnior"",""0"""
"StartHub,""Baré Júnior"",""1"""
"StartHub,""Baré Júnior"",""0"""
"Empresa Jr. ESPM,""FEJERS"",""2"""
"Empresa Jr. ESPM,""FEJERS"",""2"""
"Empresa Jr. ESPM,""FEJERS"",""1"""
"Empresa Jr. ESPM,""FEJERS"",""1"""
"Ômega Júnior,""FEJEMG"",""1"""
"Ômega Júnior,""FEJEMG"",""12"""
"Ômega Júnior,""FEJEMG"",""0"""
"Ômega Júnior,""FEJEMG"",""1"""
"PROJr - Empresa Júnior de Engenharia Civil,""FEJEPAR"",""0"""
"PROJr - Empresa Júnior de Engenharia Civil,""FEJEPAR"",""0"""
"PROJr - Empresa Júnior de Engenharia Civil,""FEJEPAR"",""6"""
"PROJr - Empresa Júnior de Engenharia Civil,""FEJEPAR"",""0"""
"UNUS - Consultoria Ambiental, Biológica e Biotecnológica,""FEJEMS"",""0"""
"UNUS - Consultoria Ambiental, Biológica e Biotecnológica,""FEJEMS"",""0"""
"UNUS - Consultoria Ambiental, Biológica e Biotecnológica,""FEJEMS"",""0"""
"UNUS - Consultoria Ambiental, Biológica e Biotecnológica,""FEJEMS"",""0"""
"Visão Tecnologia e Sistemas,""FEJEMG"",""0"""
"Visão Tecnologia e Sistemas,""FEJEMG"",""0"""
"Visão Tecnologia e Sistemas,""FEJEMG"",""1"""
"Visão Tecnologia e Sistemas,""FEJEMG"",""1"""
"Sage - Empresa Júnior de Relações Internacionais,""FEJESP"",""0"""
"Sage - Empresa Júnior de Relações Internacionais,""FEJESP"",""0"""
"Sage - Empresa Júnior de Relações Internacionais,""FEJESP"",""0"""
"Sage - Empresa Júnior de Relações Internacionais,""FEJESP"",""0"""
"Mensurar Júnior,""RioJunior"",""1"""
"Mensurar Júnior,""RioJunior"",""1"""
"Mensurar Júnior,""RioJunior"",""0"""
"Mensurar Júnior,""RioJunior"",""2"""
"Farmacon Jr,""FEJESP"",""0"""
"Farmacon Jr,""FEJESP"",""1"""
"Farmacon Jr,""FEJESP"",""2"""
"Farmacon Jr,""FEJESP"",""2"""
"EJ PRODCOM,""FEJESC"",""0"""
"EJ PRODCOM,""FEJESC"",""0"""
"EJ PRODCOM,""FEJESC"",""0"""
"EJ PRODCOM,""FEJESC"",""0"""
"CEOS - Empresa Jr. da Computação UFC,""FEJECE"",""0"""
"CEOS - Empresa Jr. da Computação UFC,""FEJECE"",""0"""
"CEOS - Empresa Jr. da Computação UFC,""FEJECE"",""0"""
"CEOS - Empresa Jr. da Computação UFC,""FEJECE"",""1"""
"EIXO Consultoria,""FEJEPE"",""0"""
"EIXO Consultoria,""FEJEPE"",""6"""
"EIXO Consultoria,""FEJEPE"",""2"""
"EIXO Consultoria,""FEJEPE"",""1"""
"CSTQ Jr.,""Concentro"",""1"""
"CSTQ Jr.,""Concentro"",""1"""
"CSTQ Jr.,""Concentro"",""1"""
"CSTQ Jr.,""Concentro"",""0"""
"CONSEJ - Consultoria Jurídica Júnior,""RN Júnior"",""43"""
"CONSEJ - Consultoria Jurídica Júnior,""RN Júnior"",""4"""
"CONSEJ - Consultoria Jurídica Júnior,""RN Júnior"",""0"""
"CONSEJ - Consultoria Jurídica Júnior,""RN Júnior"",""2"""
"Konvex Consultoria,""FEJESC"",""0"""
"Konvex Consultoria,""FEJESC"",""1"""
"Konvex Consultoria,""FEJESC"",""0"""
"Konvex Consultoria,""FEJESC"",""0"""
"Actuar Consult Júnior,""RN Júnior"",""0"""
"Actuar Consult Júnior,""RN Júnior"",""0"""
"Actuar Consult Júnior,""RN Júnior"",""0"""
"Actuar Consult Júnior,""RN Júnior"",""0"""
"Apta Consultoria Jr,""RN Júnior"",""1"""
"Apta Consultoria Jr,""RN Júnior"",""0"""
"Apta Consultoria Jr,""RN Júnior"",""2"""
"Apta Consultoria Jr,""RN Júnior"",""0"""
"Ação Júnior,""FEJESC"",""1"""
"Ação Júnior,""FEJESC"",""2"""
"Ação Júnior,""FEJESC"",""4"""
"Ação Júnior,""FEJESC"",""5"""
"Empazep jr,""FEMTEJ"",""0"""
"Empazep jr,""FEMTEJ"",""0"""
"Empazep jr,""FEMTEJ"",""0"""
"Empazep jr,""FEMTEJ"",""0"""
"Florestal Jr. Consultoria - UFV,""FEJEMG"",""0"""
"Florestal Jr. Consultoria - UFV,""FEJEMG"",""1"""
"Florestal Jr. Consultoria - UFV,""FEJEMG"",""1"""
"Florestal Jr. Consultoria - UFV,""FEJEMG"",""1"""
"EMPEA Consultoria,""FEJEPAR"",""0"""
"EMPEA Consultoria,""FEJEPAR"",""1"""
"EMPEA Consultoria,""FEJEPAR"",""0"""
"EMPEA Consultoria,""FEJEPAR"",""0"""
"IO Júnior Consultoria e Educação Ambiental,""FEJESP"",""0"""
"IO Júnior Consultoria e Educação Ambiental,""FEJESP"",""5"""
"IO Júnior Consultoria e Educação Ambiental,""FEJESP"",""0"""
"IO Júnior Consultoria e Educação Ambiental,""FEJESP"",""0"""
"Mosaico Comunicação Júnior,""FEJEMG"",""0"""
"Mosaico Comunicação Júnior,""FEJEMG"",""1"""
"Mosaico Comunicação Júnior,""FEJEMG"",""8"""
"Mosaico Comunicação Júnior,""FEJEMG"",""17"""
"LabQI Jr. - Consultoria e Análises físico-químicas,""Juniores"",""2"""
"LabQI Jr. - Consultoria e Análises físico-químicas,""Juniores"",""1"""
"LabQI Jr. - Consultoria e Análises físico-químicas,""Juniores"",""2"""
"LabQI Jr. - Consultoria e Análises físico-químicas,""Juniores"",""0"""
"PJ Consultoria ,""FEJEMG"",""6"""
"PJ Consultoria ,""FEJEMG"",""5"""
"PJ Consultoria ,""FEJEMG"",""11"""
"PJ Consultoria ,""FEJEMG"",""2"""
"Empresa JR. ADM UFBA,""UNIJr-BA"",""5"""
"Empresa JR. ADM UFBA,""UNIJr-BA"",""9"""
"Empresa JR. ADM UFBA,""UNIJr-BA"",""5"""
"Empresa JR. ADM UFBA,""UNIJr-BA"",""1"""
"SIE - Soluções e Inovações em Energia,""PB Júnior"",""1"""
"SIE - Soluções e Inovações em Energia,""PB Júnior"",""3"""
"SIE - Soluções e Inovações em Energia,""PB Júnior"",""1"""
"SIE - Soluções e Inovações em Energia,""PB Júnior"",""0"""
"Impact,""FEJECE"",""1"""
"Impact,""FEJECE"",""0"""
"Impact,""FEJECE"",""0"""
"Impact,""FEJECE"",""0"""
"TIJUC - Tiradentes Júnior Consulting,""FEJEA"",""0"""
"TIJUC - Tiradentes Júnior Consulting,""FEJEA"",""0"""
"TIJUC - Tiradentes Júnior Consulting,""FEJEA"",""1"""
"TIJUC - Tiradentes Júnior Consulting,""FEJEA"",""0"""
"Projet Jr - Consultoria e Projetos em Engenharia e Arquitetura,""SERJÚNIOR"",""0"""
"Projet Jr - Consultoria e Projetos em Engenharia e Arquitetura,""SERJÚNIOR"",""1"""
"Projet Jr - Consultoria e Projetos em Engenharia e Arquitetura,""SERJÚNIOR"",""8"""
"Projet Jr - Consultoria e Projetos em Engenharia e Arquitetura,""SERJÚNIOR"",""0"""
"EMPEAL - Empresa Júnior de Engenharia de Alimentos,""Baré Júnior"",""0"""
"EMPEAL - Empresa Júnior de Engenharia de Alimentos,""Baré Júnior"",""0"""
"EMPEAL - Empresa Júnior de Engenharia de Alimentos,""Baré Júnior"",""0"""
"EMPEAL - Empresa Júnior de Engenharia de Alimentos,""Baré Júnior"",""0"""
"UFV Coach,""FEJEMG"",""0"""
"UFV Coach,""FEJEMG"",""0"""
"UFV Coach,""FEJEMG"",""0"""
"UFV Coach,""FEJEMG"",""0"""
"SofTeam,""SERJÚNIOR"",""0"""
"SofTeam,""SERJÚNIOR"",""0"""
"SofTeam,""SERJÚNIOR"",""2"""
"SofTeam,""SERJÚNIOR"",""2"""
"Polaris Jr.,""Concentro"",""0"""
"Polaris Jr.,""Concentro"",""0"""
"Polaris Jr.,""Concentro"",""1"""
"Polaris Jr.,""Concentro"",""0"""
"CONSEQ,""FEJEPAR"",""1"""
"CONSEQ,""FEJEPAR"",""3"""
"CONSEQ,""FEJEPAR"",""1"""
"CONSEQ,""FEJEPAR"",""4"""
"Eleven Jr.,""PB Júnior"",""0"""
"Eleven Jr.,""PB Júnior"",""0"""
"Eleven Jr.,""PB Júnior"",""1"""
"Eleven Jr.,""PB Júnior"",""2"""
"Concreta Consultoria e Serviços,""Concentro"",""1"""
"Concreta Consultoria e Serviços,""Concentro"",""6"""
"Concreta Consultoria e Serviços,""Concentro"",""7"""
"Concreta Consultoria e Serviços,""Concentro"",""0"""
"EmPhar - Empresa Júnior de Farmácia,""Goiás Júnior"",""0"""
"EmPhar - Empresa Júnior de Farmácia,""Goiás Júnior"",""0"""
"EmPhar - Empresa Júnior de Farmácia,""Goiás Júnior"",""1"""
"EmPhar - Empresa Júnior de Farmácia,""Goiás Júnior"",""0"""
"CiBi Jr. - Empresa Júnior de Ciências Biológicas,""FEJESP"",""0"""
"CiBi Jr. - Empresa Júnior de Ciências Biológicas,""FEJESP"",""0"""
"CiBi Jr. - Empresa Júnior de Ciências Biológicas,""FEJESP"",""0"""
"CiBi Jr. - Empresa Júnior de Ciências Biológicas,""FEJESP"",""0"""
"TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),""FEJEAP"",""0"""
"TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),""FEJEAP"",""0"""
"TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),""FEJEAP"",""0"""
"TMC INTERNATIONAL (TRADE & MANAGEMENT CONSULTING),""FEJEAP"",""0"""
"Humanus Empresa Junior,""FEJESP"",""0"""
"Humanus Empresa Junior,""FEJESP"",""2"""
"Humanus Empresa Junior,""FEJESP"",""2"""
"Humanus Empresa Junior,""FEJESP"",""0"""
"CONEQ - Consultoria Engenheria Química,""FEJESC"",""0"""
"CONEQ - Consultoria Engenheria Química,""FEJESC"",""0"""
"CONEQ - Consultoria Engenheria Química,""FEJESC"",""0"""
"CONEQ - Consultoria Engenheria Química,""FEJESC"",""0"""
"Enagri Jr - Projetos e Consultoria Agrícola,""FEJEMG"",""0"""
"Enagri Jr - Projetos e Consultoria Agrícola,""FEJEMG"",""0"""
"Enagri Jr - Projetos e Consultoria Agrícola,""FEJEMG"",""1"""
"Enagri Jr - Projetos e Consultoria Agrícola,""FEJEMG"",""0"""
"Ibmec Jr.,""RioJunior"",""3"""
"Ibmec Jr.,""RioJunior"",""5"""
"Ibmec Jr.,""RioJunior"",""0"""
"Ibmec Jr.,""RioJunior"",""1"""
"Ecos Jr.,""Juniores"",""2"""
"Ecos Jr.,""Juniores"",""1"""
"Ecos Jr.,""Juniores"",""1"""
"Ecos Jr.,""Juniores"",""3"""
"ProPartners,""Goiás Júnior"",""2"""
"ProPartners,""Goiás Júnior"",""1"""
"ProPartners,""Goiás Júnior"",""0"""
"ProPartners,""Goiás Júnior"",""0"""
"MUSEOTEC - consultoria e serviços em museologia,""Concentro"",""0"""
"MUSEOTEC - consultoria e serviços em museologia,""Concentro"",""0"""
"MUSEOTEC - consultoria e serviços em museologia,""Concentro"",""4"""
"MUSEOTEC - consultoria e serviços em museologia,""Concentro"",""2"""
"Empresa Júnior de Assistência Veterinária,""FEJESP"",""2"""
"Empresa Júnior de Assistência Veterinária,""FEJESP"",""0"""
"Empresa Júnior de Assistência Veterinária,""FEJESP"",""0"""
"Empresa Júnior de Assistência Veterinária,""FEJESP"",""0"""
"Sinc,""FEJERS"",""2"""
"Sinc,""FEJERS"",""0"""
"Sinc,""FEJERS"",""0"""
"Sinc,""FEJERS"",""0"""
"SoluAli Jr ,""Juniores"",""0"""
"SoluAli Jr ,""Juniores"",""4"""
"SoluAli Jr ,""Juniores"",""0"""
"SoluAli Jr ,""Juniores"",""0"""
"Empreender Jr. ,""FEJESP"",""0"""
"Empreender Jr. ,""FEJESP"",""0"""
"Empreender Jr. ,""FEJESP"",""0"""
"Empreender Jr. ,""FEJESP"",""0"""
"Sercivil,""SERJÚNIOR"",""0"""
"Sercivil,""SERJÚNIOR"",""1"""
"Sercivil,""SERJÚNIOR"",""3"""
"Sercivil,""SERJÚNIOR"",""0"""
"AgroJr. Consultoria ,""FEJEPAR"",""0"""
"AgroJr. Consultoria ,""FEJEPAR"",""0"""
"AgroJr. Consultoria ,""FEJEPAR"",""0"""
"AgroJr. Consultoria ,""FEJEPAR"",""0"""
"EPEC,""FEJESC"",""3"""
"EPEC,""FEJESC"",""5"""
"EPEC,""FEJESC"",""4"""
"EPEC,""FEJESC"",""1"""
"META Empresa Júnior de Administração,""Concentro"",""0"""
"META Empresa Júnior de Administração,""Concentro"",""0"""
"META Empresa Júnior de Administração,""Concentro"",""1"""
"META Empresa Júnior de Administração,""Concentro"",""0"""
"Ejcad Consultoria,""Juniores"",""0"""
"Ejcad Consultoria,""Juniores"",""2"""
"Ejcad Consultoria,""Juniores"",""0"""
"Ejcad Consultoria,""Juniores"",""1"""
"NovaMente - E.J. de Psicologia da UFMA,""Maranhão Júnior"",""0"""
"NovaMente - E.J. de Psicologia da UFMA,""Maranhão Júnior"",""1"""
"NovaMente - E.J. de Psicologia da UFMA,""Maranhão Júnior"",""0"""
"NovaMente - E.J. de Psicologia da UFMA,""Maranhão Júnior"",""0"""
"Ipharma Consultoria Farmacêutica Júnior,""FEJECE"",""1"""
"Ipharma Consultoria Farmacêutica Júnior,""FEJECE"",""5"""
"Ipharma Consultoria Farmacêutica Júnior,""FEJECE"",""2"""
"Ipharma Consultoria Farmacêutica Júnior,""FEJECE"",""5"""
"AgroPlan-UFV,""FEJEMG"",""0"""
"AgroPlan-UFV,""FEJEMG"",""0"""
"AgroPlan-UFV,""FEJEMG"",""0"""
"AgroPlan-UFV,""FEJEMG"",""0"""
"IME júnior,""RioJunior"",""0"""
"IME júnior,""RioJunior"",""0"""
"IME júnior,""RioJunior"",""1"""
"IME júnior,""RioJunior"",""0"""
"Semear Consultoria,""FEJEPAR"",""0"""
"Semear Consultoria,""FEJEPAR"",""0"""
"Semear Consultoria,""FEJEPAR"",""1"""
"Semear Consultoria,""FEJEPAR"",""0"""
"Empresa Junior Mackenzie Consultoria,""FEJESP"",""0"""
"Empresa Junior Mackenzie Consultoria,""FEJESP"",""4"""
"Empresa Junior Mackenzie Consultoria,""FEJESP"",""1"""
"Empresa Junior Mackenzie Consultoria,""FEJESP"",""0"""
"CITi,""FEJEPE"",""2"""
"CITi,""FEJEPE"",""2"""
"CITi,""FEJEPE"",""4"""
"CITi,""FEJEPE"",""5"""
"CONSULTI JÚNIOR,""FEJEA"",""0"""
"CONSULTI JÚNIOR,""FEJEA"",""1"""
"CONSULTI JÚNIOR,""FEJEA"",""0"""
"CONSULTI JÚNIOR,""FEJEA"",""0"""
"PIXEL,""FEJESC"",""0"""
"PIXEL,""FEJESC"",""0"""
"PIXEL,""FEJESC"",""0"""
"PIXEL,""FEJESC"",""0"""
"EMPRESA JÚNIOR ARAGUAIA XINGU (EJAX - Consultoria Agropecuária),""FEMTEJ"",""0"""
"EMPRESA JÚNIOR ARAGUAIA XINGU (EJAX - Consultoria Agropecuária),""FEMTEJ"",""0"""
"EMPRESA JÚNIOR ARAGUAIA XINGU (EJAX - Consultoria Agropecuária),""FEMTEJ"",""0"""
"EMPRESA JÚNIOR ARAGUAIA XINGU (EJAX - Consultoria Agropecuária),""FEMTEJ"",""0"""
"EEL Júnior,""FEJESP"",""1"""
"EEL Júnior,""FEJESP"",""1"""
"EEL Júnior,""FEJESP"",""0"""
"EEL Júnior,""FEJESP"",""0"""
"Poli Júnior​,""FEJESP"",""0"""
"Poli Júnior​,""FEJESP"",""10"""
"Poli Júnior​,""FEJESP"",""2"""
"Poli Júnior​,""FEJESP"",""3"""
"EEFUSP Júnior Consultoria ,""FEJESP"",""29"""
"EEFUSP Júnior Consultoria ,""FEJESP"",""0"""
"EEFUSP Júnior Consultoria ,""FEJESP"",""0"""
"EEFUSP Júnior Consultoria ,""FEJESP"",""1"""
"ConstruREC,""UNIJr-BA"",""0"""
"ConstruREC,""UNIJr-BA"",""4"""
"ConstruREC,""UNIJr-BA"",""0"""
"ConstruREC,""UNIJr-BA"",""1"""
"Ex Lege Júnior,""Goiás Júnior"",""4"""
"Ex Lege Júnior,""Goiás Júnior"",""11"""
"Ex Lege Júnior,""Goiás Júnior"",""3"""
"Ex Lege Júnior,""Goiás Júnior"",""2"""
"Doisnovemeia Publicidade,""Concentro"",""14"""
"Doisnovemeia Publicidade,""Concentro"",""26"""
"Doisnovemeia Publicidade,""Concentro"",""3"""
"Doisnovemeia Publicidade,""Concentro"",""2"""
"Inova Consultoria Jr,""FEJEMG"",""1"""
"Inova Consultoria Jr,""FEJEMG"",""0"""
"Inova Consultoria Jr,""FEJEMG"",""0"""
"Inova Consultoria Jr,""FEJEMG"",""0"""
"Jovens Projetistas,""FEJESP"",""0"""
"Jovens Projetistas,""FEJESP"",""1"""
"Jovens Projetistas,""FEJESP"",""0"""
"Jovens Projetistas,""FEJESP"",""0"""
"Caltech - Corporação Junior de Consultoria em Alimentos,""FEJESC"",""2"""
"Caltech - Corporação Junior de Consultoria em Alimentos,""FEJESC"",""3"""
"Caltech - Corporação Junior de Consultoria em Alimentos,""FEJESC"",""1"""
"Caltech - Corporação Junior de Consultoria em Alimentos,""FEJESC"",""0"""
"SGPampa Jr.,""FEJERS"",""0"""
"SGPampa Jr.,""FEJERS"",""0"""
"SGPampa Jr.,""FEJERS"",""0"""
"SGPampa Jr.,""FEJERS"",""0"""
"Engene Jr,""FEJECE"",""0"""
"Engene Jr,""FEJECE"",""0"""
"Engene Jr,""FEJECE"",""0"""
"Engene Jr,""FEJECE"",""0"""
"Legado Consultoria Júnior,""RioJunior"",""2"""
"Legado Consultoria Júnior,""RioJunior"",""3"""
"Legado Consultoria Júnior,""RioJunior"",""1"""
"Legado Consultoria Júnior,""RioJunior"",""4"""
"Uipi - Empresa Júnior de Design da UFSC,""FEJESC"",""0"""
"Uipi - Empresa Júnior de Design da UFSC,""FEJESC"",""4"""
"Uipi - Empresa Júnior de Design da UFSC,""FEJESC"",""4"""
"Uipi - Empresa Júnior de Design da UFSC,""FEJESC"",""0"""
"ADV Junior Consultoria Jurídica,""UNIJr-BA"",""5"""
"ADV Junior Consultoria Jurídica,""UNIJr-BA"",""7"""
"ADV Junior Consultoria Jurídica,""UNIJr-BA"",""3"""
"ADV Junior Consultoria Jurídica,""UNIJr-BA"",""0"""
"Irhis Consultoria Júnior em Psicologia,""FEJESP"",""4"""
"Irhis Consultoria Júnior em Psicologia,""FEJESP"",""0"""
"Irhis Consultoria Júnior em Psicologia,""FEJESP"",""1"""
"Irhis Consultoria Júnior em Psicologia,""FEJESP"",""1"""
"Decisão Consultoria Júnior,""FEJEMG"",""1"""
"Decisão Consultoria Júnior,""FEJEMG"",""0"""
"Decisão Consultoria Júnior,""FEJEMG"",""1"""
"Decisão Consultoria Júnior,""FEJEMG"",""5"""
"CIMATEC  jr,""UNIJr-BA"",""1"""
"CIMATEC  jr,""UNIJr-BA"",""1"""
"CIMATEC  jr,""UNIJr-BA"",""1"""
"CIMATEC  jr,""UNIJr-BA"",""6"""
"AGRIFES JÚNIOR,""Juniores"",""1"""
"AGRIFES JÚNIOR,""Juniores"",""12"""
"AGRIFES JÚNIOR,""Juniores"",""3"""
"AGRIFES JÚNIOR,""Juniores"",""5"""
"Terapêutica Jr.,""Concentro"",""0"""
"Terapêutica Jr.,""Concentro"",""0"""
"Terapêutica Jr.,""Concentro"",""0"""
"Terapêutica Jr.,""Concentro"",""0"""
"Struct,""Concentro"",""0"""
"Struct,""Concentro"",""0"""
"Struct,""Concentro"",""0"""
"Struct,""Concentro"",""0"""
"ATP Jr.: Consultoria em Bioprocessos ,""FEJEMG"",""0"""
"ATP Jr.: Consultoria em Bioprocessos ,""FEJEMG"",""1"""
"ATP Jr.: Consultoria em Bioprocessos ,""FEJEMG"",""0"""
"ATP Jr.: Consultoria em Bioprocessos ,""FEJEMG"",""0"""
"Aditum Júnior,""Roraima Júnior"",""1"""
"Aditum Júnior,""Roraima Júnior"",""0"""
"Aditum Júnior,""Roraima Júnior"",""0"""
"Aditum Júnior,""Roraima Júnior"",""0"""
"Empresa Junior FGV,""FEJESP"",""1"""
"Empresa Junior FGV,""FEJESP"",""3"""
"Empresa Junior FGV,""FEJESP"",""6"""
"Empresa Junior FGV,""FEJESP"",""4"""
"Trópicos Empresa Júnior,""Piauí Júnior"",""0"""
"Trópicos Empresa Júnior,""Piauí Júnior"",""0"""
"Trópicos Empresa Júnior,""Piauí Júnior"",""0"""
"Trópicos Empresa Júnior,""Piauí Júnior"",""1"""
"ADECON,""FEJEPAR"",""0"""
"ADECON,""FEJEPAR"",""1"""
"ADECON,""FEJEPAR"",""1"""
"ADECON,""FEJEPAR"",""1"""
"Matriz Comunicação ,""Concentro"",""0"""
"Matriz Comunicação ,""Concentro"",""2"""
"Matriz Comunicação ,""Concentro"",""0"""
"Matriz Comunicação ,""Concentro"",""0"""
"EJUR - Soluções Jurídicas,""FEJESP"",""2"""
"EJUR - Soluções Jurídicas,""FEJESP"",""9"""
"EJUR - Soluções Jurídicas,""FEJESP"",""7"""
"EJUR - Soluções Jurídicas,""FEJESP"",""0"""
"Calculus Jr,""UNIJr-BA"",""0"""
"Calculus Jr,""UNIJr-BA"",""4"""
"Calculus Jr,""UNIJr-BA"",""0"""
"Calculus Jr,""UNIJr-BA"",""0"""
"Business Consultoria,""FEJEPAR"",""1"""
"Business Consultoria,""FEJEPAR"",""1"""
"Business Consultoria,""FEJEPAR"",""0"""
"Business Consultoria,""FEJEPAR"",""1"""
"Smart Consultoria Júnior,""FEJESC"",""3"""
"Smart Consultoria Júnior,""FEJESC"",""3"""
"Smart Consultoria Júnior,""FEJESC"",""1"""
"Smart Consultoria Júnior,""FEJESC"",""0"""
"Edifique Jr,""RN Júnior"",""6"""
"Edifique Jr,""RN Júnior"",""1"""
"Edifique Jr,""RN Júnior"",""1"""
